epe_nas,fisher,flops,grad_norm,grasp,jacov,l2_norm,nwot,params,plain,snip,synflow,zen,clean,fgsm,pgd,apgd,square,isomorphTo,hessian,jacob_fro
1616.8352876777888,0.0629289597272872,26.683072,16.599348068237305,1.8785343170166016,-66.61156368008967,231.85696411132807,801.0538644762805,0.185306,-0.0547136142849922,31.26646614074707,61.3961322387793,105.00938415527344,0.8,0.542,0.547,0.488,0.636,44,721.0452880859375,64.13526153564453
1683.2012177896383,0.0336156412959098,17.958592,16.737194061279297,-0.8516054153442383,-65.17565184289273,129.8017120361328,764.7466809311077,0.129306,0.0979405045509338,29.68348503112793,41.95954499472144,40.913841247558594,0.898,0.358,0.231,0.108,0.587,45,102.45001983642578,1008.8056640625
1351.167017325431,0.0875586196780204,87.815872,23.38507461547852,9.271705627441406,-73.83497110668398,180.3443603515625,780.7188523065579,0.587386,0.1569793075323104,57.31021881103516,81.84134310930342,111.22210693359376,0.91,0.489,0.356,0.204,0.659,46,97.859619140625,733.7972412109375
1531.0785311711898,0.6441648006439209,22.320832,38.2020263671875,-3.673141479492188,-68.36110090038066,181.4092254638672,789.06511387598,0.157306,0.0121797733008861,73.28599548339844,52.45700004101598,48.14280319213867,0.913,0.504,0.356,0.201,0.66,47,78.43464660644531,763.3477783203125
1594.3791346652736,6.634413719177246,56.850112,240.54705810546875,450.22998046875,-65.24733154935853,231.4705810546875,808.097435814928,0.400346,0.1442025899887085,336.22637939453125,76.25549736965813,77.68720245361328,0.868,0.331,0.272,0.159,0.578,48,379.1235961914063,523.0883178710938
1773.9522570983772,0.0409271642565727,49.415872,12.191335678100586,2.910775184631348,-65.27770617109775,129.89321899414062,729.3918575013074,0.344346,0.0478260070085525,21.23770904541016,31.56165185943103,20.85905265808105,0.915,0.483,0.313,0.153,0.628,49,88.45106506347656,1018.4540405273438
2012.9755417539784,0.1152642741799354,85.235392,28.94427490234375,12.588539123535156,-65.88089693401281,180.4131317138672,785.7995279679944,0.587386,0.0850408673286438,55.595123291015625,57.751376449189856,76.51747131347656,0.93,0.599,0.417,0.202,0.687,50,35.82543182373047,538.9906005859375
1471.131346395318,0.1153254359960556,49.415872,26.972671508789062,1.922994613647461,-69.8964899976139,129.85110473632812,762.1995600520384,0.344346,0.1614473015069961,51.88885498046875,51.88031644469486,52.51114654541016,0.881,0.382,0.282,0.155,0.637,51,140.20822143554688,640.9734497070312
1657.688718750537,0.0104321148246526,52.487872,6.392178535461426,1.5860140323638916,-65.17069565343317,180.8140869140625,764.6857472118588,0.372346,0.0198245905339717,12.42508602142334,49.50681387682448,54.59458160400391,0.932,0.586,0.334,0.138,0.652,52,33.780670166015625,948.826416015625
1804.898651261277,0.384391188621521,93.959872,54.15461730957031,17.210956573486328,-65.6778464268201,283.1186218261719,819.0849769463191,0.643386,0.0049459002912044,99.1982421875,72.66011086596053,107.4535675048828,0.521,0.377,0.39,0.369,0.42,53,3086.385009765625,6.4275383949279785
1476.5238308881471,0.0344814844429492,50.706112,10.203803062438965,3.2370409965515137,-69.3597018958915,129.59495544433594,719.1038102535459,0.344346,0.1153744310140609,23.441001892089844,35.92213899459717,34.89812088012695,0.91,0.496,0.33,0.169,0.636,54,68.25701904296875,792.7965698242188
1573.5829027308575,0.0927605703473091,55.068352,21.4959716796875,5.077062606811523,-65.57284915225807,181.0185089111328,783.3604065244526,0.372346,0.1232936680316925,43.12256622314453,64.23209427386703,65.58562469482422,0.869,0.315,0.274,0.169,0.576,55,328.0252990722656,534.1469116210938
1576.3532794974617,0.0204456429928541,80.873152,10.717787742614746,0.3479480743408203,-66.21727932677231,129.84986877441406,759.6628620177454,0.559386,0.1380050033330917,22.20821189880371,58.62179730752394,113.1683349609375,0.935,0.538,0.319,0.139,0.655,56,37.79179000854492,835.333984375
1644.2901099329852,0.0877549573779106,53.778112,23.51875114440918,10.250858306884766,-65.20378855619384,181.40521240234372,786.0230956907877,0.372346,-0.0048060258850455,38.312782287597656,55.36801005233463,72.02743530273438,0.756,0.459,0.467,0.418,0.531,57,379.97259521484375,65.4404296875
1751.1881742340065,0.0364920571446418,52.487872,15.26757526397705,1.9620399475097656,-65.16380716794077,180.8397216796875,787.5739295760867,0.372346,0.0492466576397419,22.382200241088867,41.962777435597786,69.90696716308594,0.634,0.394,0.411,0.379,0.496,58,725.66015625,18.47119140625
805.319548278092,0.0111872786656022,50.706112,3.3271520137786865,0.0358964204788208,-276.32966549217616,129.47433471679688,743.9421220417206,0.344346,0.1425087302923202,6.079607963562012,54.27427101229053,203.3336639404297,0.886,0.421,0.31,0.179,0.623,59,151.05601501464844,754.5171508789062
573.0518772924536,0.0062347380444407,50.214592,2.929464340209961,-0.2151038646697998,-507.6688061888029,78.8221435546875,703.7219265116229,0.316346,0.2677615582942962,6.769872665405273,51.90464395647616,165.88238525390625,0.89,0.357,0.21,0.089,0.568,60,111.65633392333984,1183.71826171875
549.1717663036136,0.00408327113837,10.524352,3.741979360580444,-0.101218581199646,-8222.940110116648,27.91068649291992,604.4905863244826,0.073306,0.1663164943456649,4.329835891723633,25.14825205394553,26.80008888244629,0.888,0.534,0.467,0.35,0.69,61,151.74559020996094,369.4548950195313
1502.7110674847054,0.0920862257480621,55.068352,23.281360626220703,13.259414672851562,-70.57584566132033,180.7260589599609,783.7954361804002,0.372346,0.0099162869155406,39.37395095825195,68.47488261883488,72.51815032958984,0.922,0.477,0.281,0.118,0.621,62,72.11444091796875,1191.32080078125
1648.9904665528793,4.613281726837158,92.669632,194.3143615722656,491.20458984375,-65.20384325387678,282.7702331542969,820.4700102296686,0.643386,0.0414393246173858,312.4892883300781,82.9147079895218,107.34976959228516,0.926,0.596,0.417,0.227,0.65,63,71.00991821289062,532.3306884765625
1746.35338024347,0.0110911829397082,9.234112,2.6923396587371826,-0.017605185508728,-65.34568929617139,27.91068649291992,624.737688160288,0.073306,0.0730659663677215,5.685218811035156,14.712067060662116,11.545467376708984,0.922,0.59,0.402,0.188,0.664,64,75.02732849121094,466.88134765625
1789.6325166821955,0.0126982480287551,88.307392,9.155786514282228,0.8701250553131104,-65.0592346824405,231.2369079589844,803.294127583949,0.615386,0.029992576688528,19.06458854675293,71.78603368662188,165.66989135742188,0.934,0.638,0.449,0.227,0.683,65,31.59342765808105,441.73236083984375
589.6646365984747,0.0054089711047708,47.634112,3.761806726455689,-0.0661098957061767,-1846.1153883865543,78.8560562133789,701.6122611902714,0.316346,0.1842726022005081,4.982081413269043,51.88146212782456,166.03121948242188,0.758,0.475,0.485,0.435,0.529,66,381.9599609375,56.7103157043457
1623.0670279858227,0.0566587336361408,12.306112,12.017555236816406,0.9921045303344728,-65.31578661764468,78.83683776855469,727.0396652580109,0.101306,0.0454904325306415,18.425426483154297,31.555817705327364,22.65194702148437,0.935,0.64,0.424,0.185,0.669,67,54.98963928222656,543.5478515625
1143.928731815337,0.1066536381840705,51.996352,20.06789970397949,2.355684280395508,-94.22093494226324,129.98394775390625,754.8865604597407,0.344346,0.1927185356616974,44.65115737915039,60.90794994492126,99.99029541015624,0.916,0.502,0.321,0.157,0.631,68,111.78343200683594,832.9779052734375
1780.4367635666822,0.0124448174610733,49.415872,7.848999977111816,1.2025341987609863,-65.53672700712403,129.67630004882812,759.9461089876679,0.344346,0.0605959594249725,21.665939331054688,53.10598999438633,99.00566864013672,0.904,0.436,0.249,0.11,0.596,71,92.0506362915039,1344.0308837890625
2069.11624241512,0.3644824028015136,53.778112,32.22241973876953,17.86707305908203,-65.30494210465638,180.6418609619141,788.8245262987132,0.372346,0.0214713960886001,61.03141784667969,69.29355027683805,67.23573303222656,0.892,0.498,0.379,0.244,0.671,73,138.640869140625,540.5732421875
1287.3986121200996,0.0231560934334993,49.415872,10.392107963562012,1.8208346366882324,-74.4245963455455,129.7674102783203,756.2039064109894,0.344346,0.2292254865169525,19.903255462646484,53.10034344308522,88.85253143310547,0.1,0.1,0.1,0.1,0.1,74,1.0005580186843872,0.0
1092.2070196349648,0.040518868714571,50.706112,10.108445167541504,3.028047561645508,-135.4191754414162,129.7632293701172,753.496126862729,0.344346,0.0951261818408966,20.75340843200684,35.99751669515414,82.28400421142578,0.732,0.478,0.489,0.446,0.549,75,667.8448486328125,40.18550491333008
1914.7947086290828,0.0060788122937083,21.030592,6.354892253875732,0.4317996501922607,-65.25021964482966,181.25515747070312,786.3064928522743,0.157306,0.0546020492911338,11.855215072631836,53.76230470030674,93.3008270263672,0.875,0.397,0.337,0.218,0.624,76,442.8029174804688,503.3654174804688
1875.574977687981,0.4516907334327698,151.221952,96.46532440185548,58.823028564453125,-65.16679485899316,231.5378875732422,804.8021363515942,1.045466,0.0973514541983604,127.94957733154295,111.69482100755332,125.52537536621094,0.935,0.636,0.415,0.191,0.674,77,42.25211334228516,436.3950805664063
2078.440112399046,0.0431159064173698,22.320832,13.446981430053713,2.0616455078125,-65.23378305877443,180.4759826660156,729.8502374284825,0.157306,0.0187658872455358,23.808917999267575,31.480631477890093,19.406593322753903,0.921,0.524,0.305,0.123,0.617,80,75.0408935546875,1227.0107421875
1616.588594474093,1.283016800880432,125.417152,151.7240753173828,166.78680419921875,-65.2678188763744,282.84619140625,817.998331129741,0.858426,0.0122965797781944,190.0880584716797,98.36423563013186,125.4815673828125,0.941,0.648,0.418,0.188,0.694,81,42.915809631347656,500.2703857421875
1503.995999591641,0.1844965070486068,49.415872,22.613985061645508,0.9581565856933594,-68.73135883040524,129.89306640625,760.7124471296338,0.344346,0.1478081047534942,47.01274871826172,51.86368942546532,52.32466125488281,0.917,0.509,0.262,0.094,0.591,82,82.51449584960938,541.1754150390625
1651.955845534344,0.0077064428478479,16.668352,4.691007137298584,0.3167492151260376,-65.25998678322664,129.5379638671875,761.6666617936402,0.129306,0.0012689568102359,9.544476509094238,44.31968357709884,86.2676010131836,0.85,0.427,0.38,0.274,0.644,83,541.6387329101562,331.227783203125
789.4776959821571,0.0043053687550127,13.596352,2.3821017742156982,-0.0533777475357055,-226.08447115147672,79.14961242675781,710.1801042280583,0.101306,0.1393496841192245,5.812114715576172,39.48032952535648,106.46664428710938,0.913,0.494,0.298,0.134,0.611,84,92.73992919921876,1307.887451171875
1694.3994918418898,0.0100392624735832,9.234112,2.4662749767303467,0.0219517946243286,-65.37409317083109,27.91068649291992,627.1296767018192,0.073306,0.0808169394731521,5.130220890045166,14.712067060662116,11.452553749084473,0.914,0.489,0.289,0.13,0.642,85,72.38867950439453,1028.8408203125
1432.398215138127,0.1687814146280288,117.982912,29.62523460388184,3.618240356445313,-68.8533838046853,180.8420562744141,784.4248762420381,0.802426,0.0776356756687164,63.47906112670898,57.72738642378029,95.35990142822266,0.927,0.46,0.239,0.085,0.605,86,55.262733459472656,1463.4521484375
612.3871935893055,0.004107276443392,14.886592,2.6389119625091557,-0.0888850688934326,-6582.196078535043,79.01699829101562,705.9641342900006,0.101306,0.1471210718154907,5.134842395782471,25.14626518303862,98.08003997802734,0.777,0.328,0.303,0.213,0.606,87,758.6550903320312,234.95236206054688
1591.3382566121704,7.289294719696045,80.873152,226.16244506835935,615.3431396484375,-65.32055954573059,129.74676513671875,764.4104967904674,0.559386,0.0092042461037635,276.0745849609375,79.39197023379272,60.526405334472656,0.885,0.349,0.212,0.096,0.565,88,113.06477355957033,1019.5274658203124
1620.6654280163532,0.6079568266868591,93.959872,85.72840118408203,352.4983825683594,-65.24893504682774,283.3381042480469,820.2071731578038,0.643386,0.1961273550987243,185.7178955078125,85.999403293571,106.0259017944336,0.922,0.442,0.233,0.088,0.591,89,54.330413818359375,1553.4722900390625
1527.234490039685,0.0538179203867912,53.778112,17.29861068725586,2.6202778816223145,-66.85188634033538,180.45236206054688,782.693127556121,0.372346,0.0783068910241127,32.257598876953125,65.80410221591588,86.20390319824219,0.9,0.473,0.335,0.193,0.636,90,94.88302612304688,664.3699951171875
522.640106978322,0.0040177050977945,13.104832,2.6824982166290283,-0.0224710702896118,-105999.56656377342,27.91068649291992,603.8376794397184,0.073306,0.1722780019044876,5.063927173614502,35.54528737963557,46.98666763305664,0.9,0.418,0.238,0.102,0.586,91,161.6840362548828,837.148681640625
653.1855344066987,0.0044258753769099,20.539072,3.672928810119629,-0.1452513337135315,-201.91280025185745,129.96142578125,743.134217203516,0.129306,0.1683775931596756,5.84481954574585,54.92954214779426,173.81594848632812,0.913,0.487,0.291,0.123,0.623,92,79.29569244384766,861.0120849609375
1405.1913925512206,0.2530554533004761,86.525632,34.44377517700195,4.639572143554688,-80.61160415068454,180.85430908203125,784.5942589244418,0.587386,0.1068196222186088,75.56285095214844,60.13860834351211,85.49556732177734,0.912,0.49,0.32,0.155,0.636,93,80.38056182861328,957.460693359375
727.5623399400056,0.0030817980878055,13.596352,2.087976694107056,0.0364059209823608,-426.7785510496781,78.56758880615234,710.6713255542526,0.101306,0.0917806103825569,3.886047601699829,42.04416850761446,161.8921356201172,0.878,0.4,0.341,0.228,0.634,94,385.39404296875,534.9705810546875
1487.0883858243626,9.631547927856444,128.489152,293.6920471191406,939.5419921875,-65.40127734714827,333.4436340332031,832.2445723201796,0.886426,0.0935742631554603,419.0825500488281,100.60023030246616,136.2027587890625,0.687,0.456,0.469,0.435,0.497,95,596.1643676757812,27.12548446655273
1557.5009194977283,3.1040189266204834,119.764672,208.5220184326172,532.7567138671875,-65.34886626226022,231.6145172119141,806.0130092607642,0.830426,0.0941831097006797,307.3502197265625,112.08561711516224,106.81022644042967,0.902,0.405,0.26,0.125,0.606,96,101.03880310058594,1045.518798828125
1215.370954156631,0.0025420717429369,14.886592,1.6680705547332764,0.0145772099494934,-81.946631958661,78.62110137939453,717.9973875348479,0.101306,0.0939465388655662,3.217904567718506,46.38638449171568,125.70573425292967,0.887,0.444,0.371,0.25,0.642,98,177.20535278320312,574.7913818359375
1099.9722677442155,0.1009107455611229,50.706112,17.073762893676758,5.8471527099609375,-84.61566163678862,129.5065460205078,755.4296848124319,0.344346,0.2142389714717865,35.997283935546875,60.846977582132446,89.7701644897461,0.934,0.605,0.369,0.144,0.665,99,35.99967956542969,601.001953125
1102.3894825701348,0.3205248415470123,45.053632,36.62994384765625,16.42675018310547,-103.81844627399856,78.7958755493164,722.9416068618355,0.316346,0.1313589513301849,59.79368209838867,47.24624457076556,32.813514709472656,0.922,0.51,0.301,0.111,0.617,100,101.83965301513672,1109.916015625
1270.5956228903965,0.0165144428610801,13.596352,6.203811168670654,0.9785981178283693,-74.64398383031369,78.83802795410156,719.1898739418161,0.101306,0.1315565109252929,15.123077392578123,36.0548086911027,43.78483581542969,0.882,0.236,0.118,0.041,0.504,101,392.7085571289063,1657.184814453125
750.9386595607106,0.0076878340914845,48.924352,4.468234062194824,-0.207698106765747,-567.2954939640329,78.80673217773438,702.4368461575937,0.316346,0.1629698574542999,5.537415504455566,50.4955300578298,115.82115173339844,0.921,0.502,0.312,0.133,0.633,102,41.56635665893555,1016.3024291992188
1749.106884086044,0.11244598031044,58.140352,36.19188690185547,5.54823112487793,-65.12919347690863,231.80274963378903,802.4715863390618,0.400346,0.0674803182482719,52.70061874389648,70.51954035500958,88.34278106689453,0.925,0.566,0.337,0.134,0.641,103,54.65245056152344,809.1065673828125
706.8955744467381,0.0093173300847411,47.634112,3.90424394607544,0.0144668817520141,-307.1295658857001,78.8416976928711,704.1303838249888,0.316346,0.1019865497946739,6.457736492156982,50.570597856122426,117.91354370117188,0.757,0.491,0.502,0.457,0.56,106,388.892333984375,49.17766189575195
1688.301501561578,0.1272080540657043,80.873152,26.414613723754883,3.658414840698242,-68.41450574599934,129.95350646972656,758.756999560906,0.559386,-0.0192828588187694,55.482608795166016,57.76953632630958,65.7835693359375,0.876,0.38,0.343,0.238,0.662,107,235.2841339111328,540.3356323242188
1476.9680015364115,0.012064965441823,49.415872,8.776111602783203,0.9180991649627686,-65.50590583996777,129.9746856689453,758.780563861886,0.344346,0.0484915897250175,15.774502754211426,68.51843064181249,87.82127380371094,0.928,0.608,0.404,0.177,0.656,109,47.667762756347656,647.07666015625
1833.176369583521,5.147551536560059,83.945152,159.34454345703125,64.3970947265625,-65.29070097440209,180.5017852783203,767.8185754991115,0.587386,0.02869338914752,223.0118103027344,63.302378491847726,44.84780883789063,0.909,0.477,0.337,0.181,0.633,110,108.22293090820312,744.3179321289062
